arg_id	arg_text	arg_guideline	post_id	post_topic
1101	"""Evidence"" such as the bible can not be used because you can not prove it. Therfor its irrelevant in this thread. Unless of course you use the main anti abortion argument which is: ""its against gods will	 I just know it""  As for the main question on the thread	 I really don't know	 but I think its a very interesting question... "	"actionpack (5.1.6.1) lib/action_controller/metal/implicit_render.rb:40:in `default_render'  actionpack (5.1.6.1) lib/action_controller/metal/basic_implicit_render.rb:4:in `block in send_action'  actionpack (5.1.6.1) lib/action_controller/metal/basic_implicit_render.rb:4:in `tap'  actionpack (5.1.6.1) lib/action_controller/metal/basic_implicit_render.rb:4:in `send_action'  actionpack (5.1.6.1) lib/abstract_controller/base.rb:186:in `process_action'  actionpack (5.1.6.1) lib/action_controller/metal/rendering.rb:30:in `process_action'  actionpack (5.1.6.1) lib/abstract_controller/callbacks.rb:20:in `block in process_action'  activesupport (5.1.6.1) lib/active_support/callbacks.rb:131:in `run_callbacks'  actionpack (5.1.6.1) lib/abstract_controller/callbacks.rb:19:in `process_action'  actionpack (5.1.6.1) lib/action_controller/metal/rescue.rb:20:in `process_action'  actionpack (5.1.6.1) lib/action_controller/metal/instrumentation.rb:32:in `block in process_action'  activesupport (5.1.6.1) lib/active_support/notifications.rb:166:in `block in instrument'  activesupport (5.1.6.1) lib/active_support/notifications/instrumenter.rb:21:in `instrument'  activesupport (5.1.6.1) lib/active_support/notifications.rb:166:in `instrument'  actionpack (5.1.6.1) lib/action_controller/metal/instrumentation.rb:30:in `process_action'  actionpack (5.1.6.1) lib/action_controller/metal/params_wrapper.rb:252:in `process_action'  activerecord (5.1.6.1) lib/active_record/railties/controller_runtime.rb:22:in `process_action'  actionpack (5.1.6.1) lib/abstract_controller/base.rb:124:in `process'  actionview (5.1.6.1) lib/action_view/rendering.rb:30:in `process'  actionpack (5.1.6.1) lib/action_controller/metal.rb:189:in `dispatch'  actionpack (5.1.6.1) lib/action_controller/metal.rb:253:in `dispatch'  actionpack (5.1.6.1) lib/action_dispatch/routing/route_set.rb:49:in `dispatch'  actionpack (5.1.6.1) lib/action_dispatch/routing/route_set.rb:31:in `serve'  actionpack (5.1.6.1) lib/action_dispatch/journey/router.rb:50:in `block in serve'  actionpack (5.1.6.1) lib/action_dispatch/journey/router.rb:33:in `each'  actionpack (5.1.6.1) lib/action_dispatch/journey/router.rb:33:in `serve'  actionpack (5.1.6.1) lib/action_dispatch/routing/route_set.rb:844:in `call'  rack (2.0.6) lib/rack/etag.rb:25:in `call'  rack (2.0.6) lib/rack/conditional_get.rb:25:in `call'  rack (2.0.6) lib/rack/head.rb:12:in `call'  rack (2.0.6) lib/rack/session/abstract/id.rb:232:in `context'  rack (2.0.6) lib/rack/session/abstract/id.rb:226:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/cookies.rb:613:in `call'  activerecord (5.1.6.1) lib/active_record/migration.rb:556:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/callbacks.rb:26:in `block in call'  activesupport (5.1.6.1) lib/active_support/callbacks.rb:97:in `run_callbacks'  actionpack (5.1.6.1) lib/action_dispatch/middleware/callbacks.rb:24:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/executor.rb:12:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/debug_exceptions.rb:59:in `call'  web-console (3.7.0) lib/web_console/middleware.rb:135:in `call_app'  web-console (3.7.0) lib/web_console/middleware.rb:22:in `block in call'  web-console (3.7.0) lib/web_console/middleware.rb:20:in `catch'  web-console (3.7.0) lib/web_console/middleware.rb:20:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'  railties (5.1.6.1) lib/rails/rack/logger.rb:36:in `call_app'  railties (5.1.6.1) lib/rails/rack/logger.rb:24:in `block in call'  activesupport (5.1.6.1) lib/active_support/tagged_logging.rb:69:in `block in tagged'  activesupport (5.1.6.1) lib/active_support/tagged_logging.rb:26:in `tagged'  activesupport (5.1.6.1) lib/active_support/tagged_logging.rb:69:in `tagged'  railties (5.1.6.1) lib/rails/rack/logger.rb:24:in `call'  sprockets-rails (3.2.1) lib/sprockets/rails/quiet_assets.rb:13:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/request_id.rb:25:in `call'  rack (2.0.6) lib/rack/method_override.rb:22:in `call'  rack (2.0.6) lib/rack/runtime.rb:22:in `call'  activesupport (5.1.6.1) lib/active_support/cache/strategy/local_cache_middleware.rb:27:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/executor.rb:12:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/static.rb:125:in `call'  rack (2.0.6) lib/rack/sendfile.rb:111:in `call'  railties (5.1.6.1) lib/rails/engine.rb:522:in `call'  puma (3.12.0) lib/puma/configuration.rb:225:in `call'  puma (3.12.0) lib/puma/server.rb:658:in `handle_request'  puma (3.12.0) lib/puma/server.rb:472:in `process_client'  puma (3.12.0) lib/puma/server.rb:332:in `block in run'  puma (3.12.0) lib/puma/thread_pool.rb:133:in `block in spawn_thread'"	20744	abortion1
1102	They are abortionists. 	define abortionist	86448	abortion1
1103	"-The fetus is no less human when it is concieved from rape  -It's the fetus' right to not be physically torn apart. "	What rights does a fetus have	31874	abortion1
1104	"The rage	 the anger-it's palpable  Actually not	 men are bigger	 stronger	 they can take what they want	 even sex	 but we cannot force a woman to give birth. "	"actionpack (5.1.6.1) lib/action_controller/metal/implicit_render.rb:40:in `default_render'  actionpack (5.1.6.1) lib/action_controller/metal/basic_implicit_render.rb:4:in `block in send_action'  actionpack (5.1.6.1) lib/action_controller/metal/basic_implicit_render.rb:4:in `tap'  actionpack (5.1.6.1) lib/action_controller/metal/basic_implicit_render.rb:4:in `send_action'  actionpack (5.1.6.1) lib/abstract_controller/base.rb:186:in `process_action'  actionpack (5.1.6.1) lib/action_controller/metal/rendering.rb:30:in `process_action'  actionpack (5.1.6.1) lib/abstract_controller/callbacks.rb:20:in `block in process_action'  activesupport (5.1.6.1) lib/active_support/callbacks.rb:131:in `run_callbacks'  actionpack (5.1.6.1) lib/abstract_controller/callbacks.rb:19:in `process_action'  actionpack (5.1.6.1) lib/action_controller/metal/rescue.rb:20:in `process_action'  actionpack (5.1.6.1) lib/action_controller/metal/instrumentation.rb:32:in `block in process_action'  activesupport (5.1.6.1) lib/active_support/notifications.rb:166:in `block in instrument'  activesupport (5.1.6.1) lib/active_support/notifications/instrumenter.rb:21:in `instrument'  activesupport (5.1.6.1) lib/active_support/notifications.rb:166:in `instrument'  actionpack (5.1.6.1) lib/action_controller/metal/instrumentation.rb:30:in `process_action'  actionpack (5.1.6.1) lib/action_controller/metal/params_wrapper.rb:252:in `process_action'  activerecord (5.1.6.1) lib/active_record/railties/controller_runtime.rb:22:in `process_action'  actionpack (5.1.6.1) lib/abstract_controller/base.rb:124:in `process'  actionview (5.1.6.1) lib/action_view/rendering.rb:30:in `process'  actionpack (5.1.6.1) lib/action_controller/metal.rb:189:in `dispatch'  actionpack (5.1.6.1) lib/action_controller/metal.rb:253:in `dispatch'  actionpack (5.1.6.1) lib/action_dispatch/routing/route_set.rb:49:in `dispatch'  actionpack (5.1.6.1) lib/action_dispatch/routing/route_set.rb:31:in `serve'  actionpack (5.1.6.1) lib/action_dispatch/journey/router.rb:50:in `block in serve'  actionpack (5.1.6.1) lib/action_dispatch/journey/router.rb:33:in `each'  actionpack (5.1.6.1) lib/action_dispatch/journey/router.rb:33:in `serve'  actionpack (5.1.6.1) lib/action_dispatch/routing/route_set.rb:844:in `call'  rack (2.0.6) lib/rack/etag.rb:25:in `call'  rack (2.0.6) lib/rack/conditional_get.rb:25:in `call'  rack (2.0.6) lib/rack/head.rb:12:in `call'  rack (2.0.6) lib/rack/session/abstract/id.rb:232:in `context'  rack (2.0.6) lib/rack/session/abstract/id.rb:226:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/cookies.rb:613:in `call'  activerecord (5.1.6.1) lib/active_record/migration.rb:556:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/callbacks.rb:26:in `block in call'  activesupport (5.1.6.1) lib/active_support/callbacks.rb:97:in `run_callbacks'  actionpack (5.1.6.1) lib/action_dispatch/middleware/callbacks.rb:24:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/executor.rb:12:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/debug_exceptions.rb:59:in `call'  web-console (3.7.0) lib/web_console/middleware.rb:135:in `call_app'  web-console (3.7.0) lib/web_console/middleware.rb:22:in `block in call'  web-console (3.7.0) lib/web_console/middleware.rb:20:in `catch'  web-console (3.7.0) lib/web_console/middleware.rb:20:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'  railties (5.1.6.1) lib/rails/rack/logger.rb:36:in `call_app'  railties (5.1.6.1) lib/rails/rack/logger.rb:24:in `block in call'  activesupport (5.1.6.1) lib/active_support/tagged_logging.rb:69:in `block in tagged'  activesupport (5.1.6.1) lib/active_support/tagged_logging.rb:26:in `tagged'  activesupport (5.1.6.1) lib/active_support/tagged_logging.rb:69:in `tagged'  railties (5.1.6.1) lib/rails/rack/logger.rb:24:in `call'  sprockets-rails (3.2.1) lib/sprockets/rails/quiet_assets.rb:13:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/request_id.rb:25:in `call'  rack (2.0.6) lib/rack/method_override.rb:22:in `call'  rack (2.0.6) lib/rack/runtime.rb:22:in `call'  activesupport (5.1.6.1) lib/active_support/cache/strategy/local_cache_middleware.rb:27:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/executor.rb:12:in `call'  actionpack (5.1.6.1) lib/action_dispatch/middleware/static.rb:125:in `call'  rack (2.0.6) lib/rack/sendfile.rb:111:in `call'  railties (5.1.6.1) lib/rails/engine.rb:522:in `call'  puma (3.12.0) lib/puma/configuration.rb:225:in `call'  puma (3.12.0) lib/puma/server.rb:658:in `handle_request'  puma (3.12.0) lib/puma/server.rb:472:in `process_client'  puma (3.12.0) lib/puma/server.rb:332:in `block in run'  puma (3.12.0) lib/puma/thread_pool.rb:133:in `block in spawn_thread'"	78526	abortion1
1105	"They can relinquish and sign over their parental rights. Also most states have it legal now where a new-born can be dropped off at any police station	 hospital	 etc. "	"  module BasicImplicitRender # :nodoc:      def send_action(method	 *args)        super.tap { default_render unless performed? }      end        def default_render(*args)"	99987	abortion1
1106	I want to reply on it here: I believe everyone who is pro-choice. 	Define pro-choice	52959	abortion1
1107	But they won't if we do not seriously educate and equip our girls. We don't. We teach them to make men the main focus and that will ultimately lead to sex. 	"  ""\nrequest.variant: #{request.variant.inspect}""            raise ActionController::UnknownFormat	 message        elsif interactive_browser_request?          message = ""#{self.class.name}\##{action_name} is missing a template "" \            ""for this request format and variant.\n\n"" \  "	118926	abortion1
1108	How did you arrive at pregnancy versus death? Did you know that sometimes pregnancy can mean death? 	" ""\nrequest.variant: #{request.variant.inspect}""            raise ActionController::UnknownFormat	 message        elsif interactive_browser_request?          message = ""#{self.class.name}\##{action_name} is missing a template "" \            ""for this request format and variant.\n\n"" \"	165534	abortion1
1109	There is some percentage of human offspring (including the females) that do not have control over their bodies because their biological lives are ended via induced abortion. 	"""\nrequest.variant: #{request.variant.inspect}""            raise ActionController::UnknownFormat	 message        elsif interactive_browser_request?          message = ""#{self.class.name}\##{action_name} is missing a template "" \            ""for this request format and variant.\n\n"" \  "	103665	abortion1
1110	A fetus may or may not be considered a 'human being' or a 'person' with legal rights. 	Find rights of a human fetus	66959	abortion1
1111	The Hippocratic oath doesn't hold any legal jurisdiction over abortion or euthanasia. 	Define Hippocratic Oath	148791	abortion1
1112	"Parcum	  I am just now discovering Chesterton's wit and depth. "	information on Chesterton	16014	abortion1
1113	"wjim	  What I have to say about the subject is summed up by Gilligan... "	information on Gilligan when it comes to abortion	20769	abortion1
1114	we get stuck carrying the baby while u guys can just go around to anyone u want with no worries and we have stuff like PMS and XXXX what the hell do u have??? 	medical conditions that only males have	16000	abortion1
1115	My entire premise is based on the biological definition of life. 	what is the biological definition of life	58581	abortion1
1116	On the contrary... Gormless is arguing that science doesn't know when a human starts developing. 	when does a human start developing	58581	abortion1
